English,French,Correct,Wrong,Attempts
motherland,métropole,0,0,0
motherly,maternel,0,0,0
motif,leitmotiv,0,0,0
motion,"résolution, motion",0,0,0
motion picture,film,0,0,0
motivate,"motivent, motivons, motivez",0,0,0
motivated,"motivée, motivés, motivâmes, motivai, motivèrent",0,0,0
motivates,motive,0,0,0
motivating,motivant,0,0,0
motive,"occasion, lieu, motif",0,0,0
motor,moteur,0,0,0
motor−car,automobile,0,0,0
motor car,automobile,0,0,0
motor mechanic,dépanneur,0,0,0
motor scooter,scooter,0,0,0
motorbike,motocyclette,0,0,0
motorcycle,motocyclette,0,0,0
motorway fee,péage,0,0,0
motto,"épigraphe, devise",0,0,0
mould,modeler,0,0,0
mouldy,moisi,0,0,0
mount,"montent, montez, montons",0,0,0
mountain,montagne,0,0,0
mountaineer,alpiniste,0,0,0
mounted,"montée, montèrent, monté, montés, montées, monta",0,0,0
mounting,"montant, monture, ajustage",0,0,0
mounts,monte,0,0,0
mourning,deuil,0,0,0
mouse,souris,0,0,0
mousetrap,sourcière,0,0,0
mousie,souriceau,0,0,0
moustache,moustache,0,0,0
mouth,"bouche, embouchure",0,0,0
mouthpiece,"cornet, embouchoir",0,0,0
mouthwash,collutoire,0,0,0
move,"émeuvent, remuons, émouvez, déloger, mouvoir",0,0,0
move out,déménager,0,0,0
moved,"remuèrent, émus, émurent, mûmes, mouva, mouvé, mus",0,0,0
movement,mouvement,0,0,0
moves,"remue, émeut, meut, mouve",0,0,0
movie,film,0,0,0
movie star,vedette,0,0,0
moving,"saisissant, transposition, remuant, émouvant",0,0,0
mow,faucher,0,0,0
Mr,monsieur,0,0,0
Mrs,madame,0,0,0
much,"rudement, beaucoup",0,0,0
mud,"boue, bourbe, vase",0,0,0
muddle,embrouillage,0,0,0
muddy,morne,0,0,0
muffle,"assourdissons, assourdissez, assourdissent",0,0,0
muffled,"assourdirent, assourdîmes, assourdies, assourdie",0,0,0
muffles,assourdit,0,0,0
muffling,assourdissant,0,0,0
mug,broc,0,0,0
mulberry−tree,mûrier,0,0,0
mule,mulet,0,0,0
multi−lingual,multilingue,0,0,0
multicoloured,"multicolore, bigarré",0,0,0
multiple,multiple,0,0,0
multiplication,multiplication,0,0,0
multiplicity,multiplicité,0,0,0
multiplied,"multipliai, multiplièrent, multipliâmes, multiplia",0,0,0
multiplies,multiplie,0,0,0
multiply,"multipliez, multiplions, multiplier, multiplient",0,0,0
multiplying,multipliant,0,0,0
multisource,multi−sources,0,0,0
multisources,multisources,0,0,0
multitesters,"multi−testeurs, multitesteurs",0,0,0
multitude,"amas, multitude, foule",0,0,0
multitudinously,nombreuxeuse,0,0,0
mumble,"marmonnons, marmonner, marmonnent, marmonnez",0,0,0
mumbled,"marmonnés, marmonna, marmonnâmes, marmonnai",0,0,0
mumbles,marmonne,0,0,0
mumbling,marmonnant,0,0,0
mummify,momifier,0,0,0
mumps,oreillons,0,0,0
municipal,citadin,0,0,0
murder,"assassinat, assassinent, assassinater, assassinez",0,0,0
murdered,"assassina, assassinai, assassiné, assassinée",0,0,0
murderer,"assassin, meurtrier",0,0,0
murdering,assassinant,0,0,0
murders,assassine,0,0,0
murk,ténèbres,0,0,0
murkiness,obscurité,0,0,0
murmur,"murmurer, maronner, murmure",0,0,0
muscle,muscle,0,0,0
muse,muse,0,0,0
museum,"musée, muséum",0,0,0
mush,"purée, bouillie",0,0,0
mushroom,"champignon de couche, champignon",0,0,0
music,"musicale, musique",0,0,0
musical time,"mesure, tact",0,0,0
musicality,musicalité,0,0,0
musician,musicien,0,0,0
musk−rat,ondatra,0,0,0
musketeer,mousquétaire,0,0,0
muskrat,ondatra,0,0,0
Muslim,musulman,0,0,0
musquash,ondatra,0,0,0
mussel,"moule, coquillage",0,0,0
mussels,ostracés,0,0,0
Mussulman,musulman,0,0,0
must,"faut, devoir, falloir",0,0,0
mustard,moutarde,0,0,0
musty,moisi,0,0,0
mute,muet,0,0,0
mutilate,"mutilons, mutilez, mutiler, mutilent",0,0,0
mutilated,"mutila, mutilèrent, mutilée, mutilé, mutilai",0,0,0
mutilates,mutile,0,0,0
mutilating,mutilant,0,0,0
mutilation,mutilation,0,0,0
mutineer,mutin,0,0,0
mutiny,mutinerie,0,0,0
mutter,"barbotez, murmurer, barbotent, barboter, barbotons",0,0,0
muttered,"barbotés, barbotées, barbotée, barbota, barboté",0,0,0
muttering,barbotant,0,0,0
mutters,barbote,0,0,0
mutton,mouton,0,0,0
mutual,réciproque,0,0,0
muzzle,muselière,0,0,0
my,"mon, ma, mien, mienne",0,0,0
Mycenae,Mycènes,0,0,0
myopia,miopie,0,0,0
myriad,myriade,0,0,0
mysterious,mystérieux,0,0,0
mystery,mystère,0,0,0
mystic,mystique,0,0,0
mystique,mysticisme,0,0,0
myth,mythe,0,0,0
mythology,mythologie,0,0,0
naif,naïf,0,0,0
naïf,naïf,0,0,0
nail,"clou, ongle, enclouer, clouer, caboche",0,0,0
nailenamel,vernis à ongles,0,0,0
nailscissors,ongliers,0,0,0
naive,"naïf, simpliste",0,0,0
naïve,naïf,0,0,0
naked,"nu, à poil, dénudé",0,0,0
nambypamby,sentimental,0,0,0
name,"qualifier, nom",0,0,0
nanny,bobonne,0,0,0
nape,nuque,0,0,0
naphtha,naphthe,0,0,0
napkin,serviette,0,0,0
nappy,maillot,0,0,0
narcissus,narcisse,0,0,0
narrator,narrateur,0,0,0
narrators,conteur,0,0,0
narrow,"pressé, étroit",0,0,0
nasal,nasal,0,0,0
nasty,"vilain, perfide, épouvantable, affreux",0,0,0
nation,"peuple, nation",0,0,0
national economy,économie politique,0,0,0
nationalism,nationalisme,0,0,0
nationalistic,nationaliste,0,0,0
nationality,"nationalité, nationalité",0,0,0
nationalization,"nationalisation, socialisation",0,0,0
nationalize,"nationalisez, nationalisent, étatiser",0,0,0
nationalized,"nationalisâmes, nationalisai, nationalisa",0,0,0
nationalizes,nationalise,0,0,0
nationalizing,nationalisant,0,0,0
native,natif,0,0,0
native country,patrie,0,0,0
nature,"nature, caractère",0,0,0
naught,zero,0,0,0
nausea,nausée,0,0,0
nauseate,écoeurer,0,0,0
nauseously,nauséabond,0,0,0
nautical,nautique,0,0,0
naval,marine,0,0,0
nave,moyeu,0,0,0
navel,nombril,0,0,0
navigate,"naviguons, naviguent, naviguer, naviguez",0,0,0
navigated,"naviguée, naviguées, naviguâmes, navigué, navigua",0,0,0
navigates,navigue,0,0,0
navigating,naviguant,0,0,0
navigation,navigation,0,0,0
navigator,"timonier, navigateur",0,0,0
navy,marine,0,0,0
nconverge,converger,0,0,0
near,"proche, auprès, prochaine",0,0,0
nearby,"proche, près, auprès, prochaine",0,0,0
nearly,quasiment,0,0,0
nearsightedness,myopie,0,0,0
neat,parure,0,0,0
necessary,"necessaire, nécessaire, requis",0,0,0
necessity,nécessité,0,0,0
neck,"cou, kiki",0,0,0
neckerchief,cache nez,0,0,0
necklace,collier,0,0,0
neckline,décolleté,0,0,0
necktie,cravate,0,0,0
necromancy,évocation,0,0,0
nectar,nectar,0,0,0
need,"indigence, avoir besoin, nécessitons, nécessitez",0,0,0
needed,"nécessita, nécessitèrent, nécessitâmes, nécessités",0,0,0
neediness,indigence,0,0,0
needing,nécessitant,0,0,0
needle,"aiguille, canule, épingle",0,0,0
needlework,couture,0,0,0
needs,nécessite,0,0,0
needy,indigent,0,0,0
negation,négation,0,0,0
neglect,"négligent, négligez, négliger, négligeons",0,0,0
neglected,"négligés, négligeai, négligeâmes, négligèrent",0,0,0
neglecting,négligeant,0,0,0
neglects,néglige,0,0,0
negligent,"étourdi, distrait",0,0,0
negotiate,"négocient, négocier, négociez, négocions",0,0,0
negotiated,"négocia, négociée, négociées, négociai, négociés",0,0,0
negotiates,négocie,0,0,0
negotiation,négociation,0,0,0
negotiator,"négociateur, négociatuer",0,0,0
negro,nègre,0,0,0
neigh,crier,0,0,0
neighbor,voisin,0,0,0
neighbour,voisin,0,0,0
neighbourhood,quartier,0,0,0
neighbouring,contigu,0,0,0
neophyte,débutante,0,0,0
Nepal,Népal,0,0,0
Nepalese,Népalais,0,0,0
Nepalese woman@,Népalaise,0,0,0
nephew,neveu,0,0,0
nerve,nerf,0,0,0
nervous,agité,0,0,0
nervousness,nervosité,0,0,0
ness,netteté,0,0,0
nest,"nid, patelin",0,0,0
net,"réseau, filet",0,0,0
Netherlands,les pays bas,0,0,0
netherlands,holande,0,0,0
netted,réticulé,0,0,0
nettle,ortie,0,0,0
network,"réseau, filet",0,0,0
network of railways,réseau de chemin de fer,0,0,0
network of roads,réseau routier,0,0,0
neurosis,névrose,0,0,0
neutral,neutre,0,0,0
neutrality,neutralité,0,0,0
neutralize,neutraliser,0,0,0
neutron,neutron,0,0,0
never,"ne jamais, jamais, ne jamais",0,0,0
nevertheless,"cependant, néanmoins, quand même, pourtant",0,0,0
new,nouveau,0,0,0
new−born baby,nouveaunè,0,0,0
New Zealand,"Nouvelle−Zélande, néo−zélandais",0,0,0
New Zealander,néo−zélandais,0,0,0
newel,fuseau,0,0,0
Newfoundland,Terre−Neuve,0,0,0
news,"nouvelles, actualités, journal parlé",0,0,0
newspaper,"journal, gazette",0,0,0
next,"puis, proche, ensuite, prochaine",0,0,0
nibble,"ronger, croquer",0,0,0
Nicaragua,Nicaragua,0,0,0
Nicaraguan,Nicaraguayen,0,0,0
nice,"agréable, bon",0,0,0
niche,niche,0,0,0
nick,coche,0,0,0
nickel,nickel,0,0,0
nickname,surnom,0,0,0
niece,nièce,0,0,0
nifty,fringant,0,0,0
Niger,Niger,0,0,0
Nigeria,Nigeria,0,0,0
Nigerian,nigérian,0,0,0
Nigerien,Nigérien,0,0,0
night,nuit,0,0,0
night−club,caparet,0,0,0
nightclub,cabaret,0,0,0
nightdress,chemise de nuit,0,0,0
nightingale,rossignol,0,0,0
nightmare,cauchemar,0,0,0
Nijmegen,Nimègue,0,0,0
Nile,Nil,0,0,0
nimble,agile,0,0,0
Nimrod,Nemrod,0,0,0
Nimwegen,Nimègue,0,0,0
nine,neuf,0,0,0
nineteen,"dix neuf, dix−neuf",0,0,0
ninety one,quatre vingt onze,0,0,0
nip,caponner,0,0,0
nipple,mamelon,0,0,0
nit,lente,0,0,0
nitrogen,azote,0,0,0
no,"non, pas, surtout pas, ne nulle",0,0,0
no−one,personne,0,0,0
Noah,Noé,0,0,0
nobility,noblesse,0,0,0
noble,élevé,0,0,0
nobleman,"gentilhomme, noble",0,0,0
nobody,"personne, ne personne",0,0,0
nocturnal,nocturne,0,0,0
nocturnally,nocturne,0,0,0
node,noeud,0,0,0
nodes,noeuds,0,0,0
nogood,jean foutre,0,0,0
noise,"bruit, tintamarre, boucan",0,0,0
noiseless,silencieux,0,0,0
nomad,nomade,0,0,0
nomenclature,nomenclature,0,0,0
nominate,"nommons, nommer, nommez, nomment",0,0,0
nominated,"nommèrent, nommés, nomma, nommées, nommai",0,0,0
nominates,nomme,0,0,0
nominating,nommant,0,0,0
nomination,nomination,0,0,0
non−military,civil,0,0,0
nonchalance,nonchalance,0,0,0
none,ne nulle,0,0,0
nonfading,résistant à la lumière,0,0,0
nonfreezing,incongelable,0,0,0
nonplus,gêne,0,0,0
nonsense,"fadaises, bêtise, incartades",0,0,0
nonsmokers,non fumeur,0,0,0
nontoxic,atoxique,0,0,0
nonu,choquant,0,0,0
nonvolatile,impérissable,0,0,0
noodles,"nouilles, empâter",0,0,0
noon,midi,0,0,0
nordic,septentrional,0,0,0
norm,norme,0,0,0
normal,normal,0,0,0
normality,normalité,0,0,0
normalization,normalisation,0,0,0
normalize,"normalisons, normaliser, normalisez, normalisent",0,0,0
normalized,"normalisèrent, normalisés, normalisée, normalisa",0,0,0
normalizes,normalise,0,0,0
normalizing,normalisant,0,0,0
normally,normalement,0,0,0
Norman,Normand,0,0,0
Normandy,Normandie,0,0,0
north,nord,0,0,0
North,nord,0,0,0
North African,Nordafricain,0,0,0
North American,Nord−Américain,0,0,0
North Korean,nord−coréen,0,0,0
North Sea,la mer du nord,0,0,0
northern,septentrional,0,0,0
northwest,nord ouest,0,0,0
Norway,Norvège,0,0,0
Norwegian,norvégien,0,0,0
Norwegian woman,norvégienne,0,0,0
nose,nez,0,0,0
nostalgia,"rétro, nostalgie",0,0,0
nostril,narine,0,0,0
not,"pas, ne pas, non",0,0,0
not a,ne nulle,0,0,0
not as yet,encorepas,0,0,0
not only but also,ne pas que,0,0,0
notary,notaire,0,0,0
notch,"entaillons, entailler, entaillez, coche",0,0,0
notched,"entailla, entaillèrent, entaillées, entaillé",0,0,0
notches,entaille,0,0,0
notching,entaillant,0,0,0
note,"nota, annotent, notez, mention, billet, noter",0,0,0
note down,écriture,0,0,0
notebook,"carnet, cahier",0,0,0
noted,"notés, annotées, noté, annotèrent, annotée, annoté",0,0,0
notes,annote,0,0,0
nothing,rien,0,0,0
notice,"affiche, discerner, avis, remarquer, écriteau",0,0,0
notice of departure,déclar de séjour,0,0,0
notification,incorporation,0,0,0
notified,"notifiées, notifia, notifièrent, notifiai, notifié",0,0,0
notifies,notifie,0,0,0
notify,"notifions, aviser, notifier, notifiez, notifient",0,0,0
notifying,notifiant,0,0,0
noting,"annotant, notant",0,0,0
notion,notion,0,0,0
notoriety,"notoriété, notorieté",0,0,0
notwithstanding,malgré,0,0,0
nought,zero,0,0,0
noun,substantif,0,0,0
nourish,"nourrissons, nourrissez, nourrissent, nourrir",0,0,0
nourished,"nourri, nourries, nourrirent, nourrie, nourrîmes",0,0,0
nourishes,nourrit,0,0,0
nourishing,nourrissant,0,0,0
nourishment,aliment,0,0,0
novel,"roman, nouveau",0,0,0
novelly,nouvel,0,0,0
November,novembre,0,0,0
novice,"débutante, novice",0,0,0
now,maintenant,0,0,0
nowadays,actuellement,0,0,0
nowhere,nulle part,0,0,0
nuance,nuance,0,0,0
nubile,pubère,0,0,0
nuclear,nucléaire,0,0,0
nuclear power station,usine atomique,0,0,0
nuclear reaction,réaction nucléaire,0,0,0
nuclear reactor,pile atomique,0,0,0
nuclear scientist,atomiste,0,0,0
nucleus,"noyau cellulaire, noyau",0,0,0
nude,"à poil, dénudé, nu",0,0,0
nudist,naturiste,0,0,0
nudity,nudité,0,0,0
nugatory,riquiqui,0,0,0
,zero,0,0,0
nullity,inactivité,0,0,0
numb,"engourdissent, engourdis, engourdissez, engourdir",0,0,0
numbed,"engourdies, engourdîmes, engourdie, engourdi",0,0,0
number,"numéral, numérotent, numéroter, numérotez, nombre",0,0,0
numbered,"numérotés, numérotée, numérotées, numéroté",0,0,0
numbering,"numération, numérotation, numérotant, numérotage",0,0,0
numberless,innombrable,0,0,0
numbers,"numérote, numérique",0,0,0
numbing,"stupéfiant, engourdissant",0,0,0
numbs,engourdit,0,0,0
numerable,nombrable,0,0,0
numeral,"chiffre, numéro, taux",0,0,0
numerate,énumérer,0,0,0
numeration,"numération, énumération",0,0,0
numeric,numérique,0,0,0
numerical,numérique,0,0,0
numerous,nombreuxeuse,0,0,0
numerously,nombreuxse,0,0,0
numismatics,numismatique,0,0,0
numismatist,numismate,0,0,0
nun,nonne,0,0,0
nuptially,nuptiale,0,0,0
nurse,"infirmière, nourrice, soigner",0,0,0
nursemaid,bobonne,0,0,0
nursery school,maternelle,0,0,0
nursing orderly,infirmier,0,0,0
nut,"écrou, maternel",0,0,0
nutcrackers,casse noisettes,0,0,0
nutrient,nutriment,0,0,0
nutriment,pâture,0,0,0
nutrimental,nutritif,0,0,0
nutrition,nutrition,0,0,0
nutritious,nutritif,0,0,0
nuts,fou,0,0,0
nuttily,corsée,0,0,0
nuttiness,succulence,0,0,0
nutty,savoureux,0,0,0
nylon,nylon,0,0,0
nymphomaniac,nymphomane,0,0,0
o'clock,heure,0,0,0
oafish,balourd,0,0,0
oafishness,ânerie,0,0,0
oak,chêne,0,0,0
oakum,étoupe,0,0,0
oar,rame,0,0,0
oars,"rame, canoter",0,0,0
oasis,oasis,0,0,0
oath,"serment, juron, malédiction",0,0,0
oath taking,prestations de serment,0,0,0
oats,avoine,0,0,0
obedient,docile,0,0,0
obey,"obéir, obéissez, obéissons, obéis, obéissent",0,0,0
obeyed,"obéi, obéîmes, obéies, obéirent, obéie",0,0,0
obeying,obéissant,0,0,0
obeys,obéit,0,0,0
obfuscation,obscurcissement,0,0,0
obituaries,nécrologie,0,0,0
obituary,obituaire,0,0,0
obituary notice,lettre de faire part,0,0,0
object,"objet, dgssein",0,0,0
objectify,objectiver,0,0,0
objection,"objection, exception, réclamation",0,0,0
objectionability,grivoiserie,0,0,0
objectionably,malsonnante,0,0,0
objective,"objectif, objectif",0,0,0
objectively,objective,0,0,0
objector,antagoniste,0,0,0
objectors,antagoniste,0,0,0
objurgation,la critique,0,0,0
oblation,sacrifice,0,0,0
obligates,obligé,0,0,0
obligation,obligation,0,0,0
obligatory,obligatoire,0,0,0
oblige,"obligent, obligeons, obligez",0,0,0
obliged,"obligèrent, obligea, obligeai, obligés, obligeâmes",0,0,0
obliges,"oblige, obligé",0,0,0
obliging,"complaisant, obligatoire, obligeant",0,0,0
oblique,"oblique, en sifflet",0,0,0
oblivious,oublieux,0,0,0
oblong,rectangle,0,0,0
obscuration,obscurcissement,0,0,0
obscureness,obscurité,0,0,0
obsequious,soumis,0,0,0
obsequiously,soumise,0,0,0
obsequy,funérailles,0,0,0
observable,apercevable,0,0,0
observance,audience,0,0,0
observant,observateur,0,0,0
observation,observatoire,0,0,0
observe,"respecter, surveiller, accomplir, observons",0,0,0
observed,"observées, observés, observâmes, observèrent",0,0,0
observes,observe,0,0,0
observing,"observateur, observant",0,0,0
obsess,"obsédons, obséder, obsédez, obsédent",0,0,0
obsessed,"obsédée, obsédés, obsédèrent, obsédées, obsédé",0,0,0
obsesses,obséde,0,0,0
obsessing,"lancinant, obsédant",0,0,0
obsessingly,lancinante,0,0,0
obsession,"hantise, superstitiion",0,0,0
obsoletely,surannée,0,0,0
obstacle,"obstacle, empêchement",0,0,0
obstetrician,accoucheur,0,0,0
obstetricians,accoucheur,0,0,0
obstetrics,obstétrique,0,0,0
obstinacy,obstination,0,0,0
obstinate,obstiné,0,0,0
obstinateness,opiniâtreté,0,0,0
obstruct,"engorgez, obstruez, engorgeons, engorger, inhiber",0,0,0
obstructed,"obstrués, engorgés, engorgèrent, engorgeai",0,0,0
obstructing,"engorgeant, obstruant",0,0,0
obstruction,empêchememt,0,0,0
obstructiveness,"empêchememt, insubordination",0,0,0
obstructs,"obstrue, engorge",0,0,0
obtain,"obtenez, parvenir, obtenons, procurer, obtiennent",0,0,0
obtainable,"accessible, obtenable",0,0,0
obtained,"obtînmes, obtenu, obtenues, obtenue, obtinrent",0,0,0
obtaining,obtenant,0,0,0
obtainment,obtention,0,0,0
obtains,obtient,0,0,0
obtrusion,intrusion,0,0,0
obtuse,obtus,0,0,0
obviate,obvier,0,0,0
obviating,préventif,0,0,0
obvious,évident,0,0,0
obviously,évidemment,0,0,0
occasion,"fois, occasion, lieu",0,0,0
occasional,de rencontre,0,0,0
occasional job,bricole,0,0,0
occasionally,de rencontre,0,0,0
occident,occident,0,0,0
occluding,échauffant,0,0,0
occlusive,sournois,0,0,0
occulist,oculiste,0,0,0
occultism,occultisme,0,0,0
occupance,appropriation,0,0,0
occupant,"occupant, habitant",0,0,0
occupation,"occupation, confusion, métier, artisanat",0,0,0
occupied,"occupèrent, occupés, occupâmes, occupées, occupai",0,0,0
occupier,possesseur,0,0,0
occupies,occupe,0,0,0
occupy,"occupons, percevoir, occupez, occuper, occupent",0,0,0
occupying,occupant,0,0,0
occurances,gisement,0,0,0
occurence,comparution,0,0,0
occuring,planquer,0,0,0
ocean,océan,0,0,0
oceanic,océanique,0,0,0
oceanography,océanographie,0,0,0
ocher,ocre,0,0,0
octagon,octogone,0,0,0
octahedron,octaèdre,0,0,0
octane,octane,0,0,0
octave,octave,0,0,0
October,octobre,0,0,0
octopus,"poulpe, sépia",0,0,0
ocular,"oculaire, immédiat",0,0,0
oculist,oculiste,0,0,0
ocupation,occupation,0,0,0
odd,étrange,0,0,0
odds,dissemblance,0,0,0
odious,odieux,0,0,0
odiously,odieuxse,0,0,0
odor,odeur,0,0,0
odoriferous,odoriférant,0,0,0
odorless,inodore,0,0,0
odourless,inodore,0,0,0
of,"au delà de, de, flamé, avant de",0,0,0
of a new kind,nouvel,0,0,0
of course,naturellement,0,0,0
of which,dont,0,0,0
off,"disjoncté, distant, acheminement, flamé",0,0,0
offence,"offense, insulte",0,0,0
offend,"insulter, pécher, injurier, offenser, péchons",0,0,0
offended,"pécha, péché, péchées, péchés, péchâmes, péchai",0,0,0
offender,offenseur,0,0,0
offending,péchant,0,0,0
offends,péche,0,0,0
offense,insulte,0,0,0
offensive,offensive,0,0,0
offensively,injurieux,0,0,0
offensiveness,grivoiserie,0,0,0
offer,"proposer, offrissent, offre, offris, sacrifier",0,0,0
offer up,sacrifier,0,0,0
offered,"offri, offrîmes, offrie, offries, offrirent",0,0,0
offering,"offrissant, offrande",0,0,0
offers,offrit,0,0,0
offertory,collecte,0,0,0
offhandedly,primesautierère,0,0,0
offhandedness,indolence,0,0,0
offical,officiel,0,0,0
office,"charge, bureau, fonction, emploi",0,0,0
office automation,bureautique,0,0,0
officer,"fonctionnaire, officier",0,0,0
official,"oficiel, fonctionnaire, officiel, officiel",0,0,0
official car,voiture de fonction,0,0,0
official channels,voie hiérarchique,0,0,0
officialdom,bureaucratie,0,0,0
officialism,bureaucratie,0,0,0
officially,officielle,0,0,0
officiously,gluante,0,0,0
offish,retenu,0,0,0
offset,"bifurquer, distance, décrochement, surgeon, décalé",0,0,0
offshoot,rejeton,0,0,0
offspring,descendant,0,0,0
ofligates,prodigue,0,0,0
often,souvent,0,0,0
ofttimes,assez souvent,0,0,0
ogre,immense,0,0,0
oh,ah,0,0,0
oil,huile,0,0,0
oilcan,burette,0,0,0
oiler,graisseur,0,0,0
ointment,pommade,0,0,0
okay,bon,0,0,0
okays,autorisé,0,0,0
old,"vieux, olda",0,0,0
old age pensioner,pensionné,0,0,0
old man,daronne,0,0,0
old people's home,hospice,0,0,0
oldage,antiquité,0,0,0
olden,se décatir,0,0,0
oldest,aînée,0,0,0
oleaginous,graisseux,0,0,0
oleanders,laurier rose,0,0,0
oleomargarine,margarine,0,0,0
olfactory,olfactive,0,0,0
olio,pisseuxse,0,0,0
olive,olive,0,0,0
olive−tree,olivier,0,0,0
omega,oméga,0,0,0
omegas,omégas,0,0,0
omelet,omelette,0,0,0
omission,omission,0,0,0
omit,"omettent, omettez, omettre, omettons, omets",0,0,0
omits,omet,0,0,0
omitted,"omies, omis, omise, omîmes, omirent, omit",0,0,0
omitting,omettant,0,0,0
omnibus,autobus,0,0,0
omnipresent,"omniprésente, omniprésent",0,0,0
on,"allume, au delà de",0,0,0
on end,successivement,0,0,0
on hand,en réserve,0,0,0
on it,par la suite,0,0,0
on order,"commandée, commandé",0,0,0
on purpose,exprès,0,0,0
on the other side,passée,0,0,0
on time,"à temps, ponctuel",0,0,0
on top,"sur, dessus",0,0,0
on top of it,par la suite,0,0,0
oncavity,courbure,0,0,0
once,"anciennement, immédiatement, sitôt",0,0,0
one,"une, on",0,0,0
one−eyed,borgne,0,0,0
one hundred,"cent, centaine",0,0,0
one way,sens unique,0,0,0
one way street,sens unique,0,0,0
one year old,annuel,0,0,0
oneness,unité,0,0,0
onerous,"suant, lourd",0,0,0
oneself,soi même,0,0,0
onion,oignon,0,0,0
onion soup,soupe aux oignons,0,0,0
online,allume,0,0,0
only,"seul, ne que, seulement, un à un",0,0,0
onus,obligation,0,0,0
onward,avanten,0,0,0
oozily,limoneuxse,0,0,0
opacity,adiaphane,0,0,0
opalescence,chatoyer,0,0,0
opalescent,changeant,0,0,0
opaque,"morne, adiaphane",0,0,0
opaqueness,opacité,0,0,0
open,"ouvres, ouvert, ouvrent, entamons, ouvrez, ouvrir",0,0,0
open wire,ligne aérienne,0,0,0
open work,ajouré,0,0,0
opened,"entama, ouverte, ouvertes, ouvrirent, entamèrent",0,0,0
opening,"ouverture, entamant, orifice, accréditation",0,0,0
opening speech,avant propos,0,0,0
openly,franchise,0,0,0
opens,"ouvre, entame",0,0,0
opera,opéra,0,0,0
operability,opérabilité,0,0,0
operable,exploitable,0,0,0
operably,faisable,0,0,0
operate,"fonctionnemnet, opérent, opérer, opérons, opérez",0,0,0
operated,"opérées, opérée, opérés, opérèrent, opérai, opéré",0,0,0
operates,opére,0,0,0
operating,opérant,0,0,0
operating voltage,tension de régime,0,0,0
operation,opération,0,0,0
operative,ouvrier,0,0,0
operator,opérateur,0,0,0
operetta,opérette,0,0,0
ophthalmologist,oculiste,0,0,0
ophthalmology,ophtalmologie,0,0,0
ophthalmoscope,ophtalmoscope,0,0,0
opinion,"gré, opinion",0,0,0
opinionated,entêté,0,0,0
opinionatedness,outrecuidance,0,0,0
oposite,vice versa,0,0,0
opponent,"contradicteur, adversaire, antagoniste",0,0,0
opportune,"opportun, propice",0,0,0
opportunely,opportune,0,0,0
opportunism,opportunisme,0,0,0
opportunity,possibilté,0,0,0
oppose,"opposons, opposent, opposer, opposez",0,0,0
opposed,"contraire, opposèrent, opposés, opposées, opposai",0,0,0
opposed to,contraire,0,0,0
opposes,oppose,0,0,0
opposing,"opposant, contraire",0,0,0
opposite,"opposé, contraire, vis à vis",0,0,0
oppositely,opposée,0,0,0
opposition,"antithèse, opposition",0,0,0
oppress,"accabler, serrer",0,0,0
oppressing,répressif,0,0,0
oppressive,vexatoire,0,0,0
oppressively,lourde,0,0,0
optative,optatif,0,0,0
optic,optique,0,0,0
optical,optique,0,0,0
optician,opticien,0,0,0
optics,optique,0,0,0
optimalize,optimaliser,0,0,0
optimism,optimisme,0,0,0
optimist,optimiste,0,0,0
optimize,"optimaliser, optimisons, optimisez, optimiser",0,0,0
optimized,"optimisâmes, optimisés, optimisèrent, optimisées",0,0,0
optimizes,optimise,0,0,0
optimizing,optimisant,0,0,0
optimum,optimum,0,0,0
option,"alternative, option, droit de préemption",0,0,0
optional subject,matière à option,0,0,0
opulence,"opulence, plénitude",0,0,0
opulent,à tire larigot,0,0,0
or,ou,0,0,0
or else,sinon,0,0,0
oral,de vive voix,0,0,0
orally,verbale,0,0,0
orange,orangé,0,0,0
orange−coloured,orange,0,0,0
orange−tree,oranger,0,0,0
orator,"conférencier, orateur",0,0,0
oratorical,oratoire,0,0,0
orb,globuleux,0,0,0
orbicular,globulaire,0,0,0
orbit,"orbite, orbitent, orbitons, orbitez, orbiter",0,0,0
orbited,"orbitèrent, orbita, orbités, orbitées, orbitée",0,0,0
orbiting,orbitant,0,0,0
orbits,orbite,0,0,0
orchard,verger,0,0,0
orchestra,orchestre,0,0,0
orchestrate,orchestrer,0,0,0
orchestration,orchestration,0,0,0
orchid,orchidée,0,0,0
ordain,destiner,0,0,0
ordeal,"épreuve, creuset",0,0,0
order,"retenir, ordonner, commande, enjoindre, commandez",0,0,0
order to pay,ordonnancement,0,0,0
ordered,"commandées, commandée, commandâmes, commandèrent",0,0,0
orderlies,brancardier,0,0,0
orders,commandes,0,0,0
ordinance,injonction,0,0,0
ordinary,ordinaire,0,0,0
ordinate,ordonnée,0,0,0
ore,fini,0,0,0
organ,"orgue, organe",0,0,0
organic,organique,0,0,0
organiser,causeur,0,0,0
organism,organisme,0,0,0
organizational,organisateur,0,0,0
organize,"ranger, organisent, organisez, organiser, régler",0,0,0
organized,"organisai, organisées, organisés, organisée",0,0,0
organizer,organisateur,0,0,0
organizes,organise,0,0,0
organizing,organisant,0,0,0
orgasm,orgasme,0,0,0
orgy,orgie,0,0,0
orient,"orientent, orientons, orientez",0,0,0
oriental,oriental,0,0,0
orientation,orientation,0,0,0
oriented,"orientées, orienté, orientée, orienta, orientâmes",0,0,0
orienting,orientant,0,0,0
orients,oriente,0,0,0
